Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
Waalwijk;Alexander van Doeselaar;06-38979134;AlexandervanDoeselaar@cuvox.de;Van Goyenstraat 20;Sprang-Capelle;maandag 25 maart 2019;Bezorgen;maandag 25 maart 2019;20:32;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 5,95;25% korting op je bestelling;€ 1,49;€ 4,46

Emmen;Elisa van Kuik;06-52339619;ElisavanKuik@superrito.com;Ganzenveld 99;Emmen;donderdag 17 augustus 2017;Afhalen;donderdag 17 augustus 2017;16:30;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 59,75;;€ 0,00;€ 59,75
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 27,90;;;;

Spijkenisse;Rebecca van Belkom;06-82753893;RebeccavanBelkom@dayrep.com;Frans Halsstraat 150;Spijkenisse;zaterdag 22 december 2018;Bezorgen;zaterdag 22 december 2018;18:08;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 25,85;;€ 0,00;€ 25,85
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;

Leiderdorp;Hani Boorsma;06-82230629;HaniBoorsma@jourrapide.com;Wilddreef 171;Leiderdorp;woensdag 26 juli 2017;Bezorgen;woensdag 26 juli 2017;16:23;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;€ 48,75;;€ 0,00;€ 48,75
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;;;;

Woerden;Rkia Laning;06-50075559;RkiaLaning@cuvox.de;Klaverweide 26;Woerden;donderdag 20 juni 2019;Afhalen;donderdag 20 juni 2019;19:15;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;€ 50,75;;€ 0,00;€ 50,75
;;;;;;;;;;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;1;Gehakt;€ 1,00;€ 8,95;;;;

Drachten;Chemène Gunnink;06-19949318;ChemeneGunnink@teleworm.us;Laakkade 79;Den Haag;zondag 24 maart 2019;Afhalen;zondag 24 maart 2019;17:00;Caprese;Italian Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 23,80;€ 34,75;3e pizza gratis bij bezorgen;€ 0,00;€ 34,75
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;;;;

Dordrecht Bamendaweg;Jack Creemers;06-53188023;JackCreemers@gustr.com;Madeliefstraat 157;Dordrecht;dinsdag 9 januari 2018;Bezorgen;dinsdag 9 januari 2018;20:12;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;€ 63,70;;€ 0,00;€ 63,70
;;;;;;;;;;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;2;Salami, Gorgonzola;€ 2,00;€ 31,90;;;;
;;;;;;;;;;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 13,90;;;;

Helmond;Ard van der Toorn;06-80601565;ArdvanderToorn@gustr.com;Honoriusstraat 116;Helmond;maandag 22 oktober 2018;Afhalen;maandag 22 oktober 2018;19:21;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 17,90;;€ 0,00;€ 17,90
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Hoogezand;Mikail van der Ree;06-63500675;MikailvanderRee@gustr.com;Opwijckstraat 152;Voorburg;zondag 2 juni 2019;Bezorgen;zondag 2 juni 2019;17:34;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 12,95;;€ 0,00;€ 12,95

Rotterdam Zevenkamp;Taro Klasen;06-16843595;TaroKlasen@gustr.com;Langegeer 34;Rotterdam;zaterdag 4 mei 2019;Bezorgen;zaterdag 4 mei 2019;17:23;Funghi;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 18,90;;€ 0,00;€ 18,90
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Geldrop;Odette Damhuis;06-89850581;OdetteDamhuis@superrito.com;Merijn 115;Geldrop;zaterdag 21 juli 2018;Afhalen;zaterdag 21 juli 2018;17:05;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;€ 19,90;25% korting op je bestelling;€ 4,98;€ 14,93

Nootdorp;Jozephus Grandia;06-95841545;JozephusGrandia@armyspy.com;Bakheidehof 92;Arnhem;maandag 18 november 2019;Afhalen;maandag 18 november 2019;19:38;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;€ 55,20;;€ 0,00;€ 55,20
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;Rode Ui, Honing Mosterdsaus;€ 1,50;€ 11,45;;;;

Veghel;Sofía Juffermans;06-18107374;SofiaJuffermans@rhyta.com;Marconiweg 149;Veghel;dinsdag 25 december 2018;Bezorgen;dinsdag 25 december 2018;16:40;Americana;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 37,80;;€ 0,00;€ 37,80
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;;;;

Arnhem Centrum;Edwin Vlak;06-22070612;EdwinVlak@cuvox.de;Amstelstraat 115;Arnhem;maandag 30 oktober 2017;Afhalen;maandag 30 oktober 2017;16:34;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;€ 32,85;;€ 0,00;€ 32,85
;;;;;;;;;;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Deventer;Maartje Notenboom;06-18895994;MaartjeNotenboom@jourrapide.com;Koerkampsweg 12;Lettele;zaterdag 14 juli 2018;Afhalen;zaterdag 14 juli 2018;18:10;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;€ 24,85;;€ 0,00;€ 24,85
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Gorinchem;Jamel Geurts;06-13895587;JamelGeurts@einrot.com;Kanaal van Steenenhoek Noordzijde 77;Gorinchem;woensdag 4 september 2019;Afhalen;woensdag 4 september 2019;19:59;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 27,90;€ 66,70;;€ 0,00;€ 66,70
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;1;Spinazie, Pepperoni;€ 2,00;€ 11,95;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Rotterdam Schiebroek;Jackie van Goch;06-87720955;JackievanGoch@jourrapide.com;Hoogstraat 81;Rotterdam;zondag 1 oktober 2017;Bezorgen;zondag 1 oktober 2017;16:57;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;€ 27,85;;€ 0,00;€ 27,85
;;;;;;;;;;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;

Maassluis;Leonhard Brander;06-37551687;LeonhardBrander@gustr.com;Monseigneur W.M. Bekkerslaan 107;Maassluis;vrijdag 16 juni 2017;Afhalen;vrijdag 16 juni 2017;19:35;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;€ 39,80;;€ 0,00;€ 39,80
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;;;;

Almere Buiten;Edmee Loer;06-97701598;EdmeeLoer@teleworm.us;Kakistraat 65;Almere;dinsdag 7 maart 2017;Afhalen;dinsdag 7 maart 2017;17:20;Supreme;Large Pizza;Barbecue Saus;€ 7,95;1;Bacon, Shoarma, Kaasmix, Groene Olijven;€ 5,00;€ 16,95;€ 16,95;;€ 0,00;€ 16,95

Dordrecht Bamendaweg;Roël Stoop;06-47985954;RoelStoop@armyspy.com;Kappeijne van de Coppelloweg 197;Dordrecht;donderdag 10 januari 2019;Bezorgen;donderdag 10 januari 2019;20:03;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 11,95;€ 11,95;3e pizza gratis bij bezorgen;€ 0,00;€ 11,95

Veldhoven;Emanuela den Hartogh;06-33111962;EmanueladenHartogh@jourrapide.com;Kapelstraat-Zuid 92;Veldhoven;zondag 16 juni 2019;Afhalen;zondag 16 juni 2019;16:07;Tonno;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 41,75;;€ 0,00;€ 41,75
;;;;;;;;;;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;

Sneek;Pim Nouwen;06-96614490;PimNouwen@rhyta.com;Apollovlinder 58;Sneek;woensdag 4 oktober 2017;Bezorgen;woensdag 4 oktober 2017;16:19;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 25,90;€ 39,85;;€ 0,00;€ 39,85
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 13,95;;;;

Den Bosch Empel;Imelda Schwarz;06-90507893;ImeldaSchwarz@armyspy.com;Kruiskampsingel 18;s-Hertogenbosch;woensdag 3 april 2019;Bezorgen;woensdag 3 april 2019;16:38;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 33,80;25% korting op je bestelling;€ 8,45;€ 25,35
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;;;;

Amersfoort;Quinty Stigter;06-83186689;QuintyStigter@superrito.com;Dollardstraat 156;Amersfoort;woensdag 1 februari 2017;Bezorgen;woensdag 1 februari 2017;17:33;Tonno;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 6,95;;€ 0,00;€ 6,95

Venlo;Selma Groenland;06-66978618;SelmaGroenland@cuvox.de;Zilverschoon 131;Tegelen;dinsdag 1 oktober 2019;Afhalen;dinsdag 1 oktober 2019;19:14;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 12,95;€ 12,95;;€ 0,00;€ 12,95

Wageningen;Aagtje Arends;06-93224289;AagtjeArends@jourrapide.com;Tarthorst 95;Wageningen;dinsdag 14 november 2017;Afhalen;dinsdag 14 november 2017;18:12;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Heerhugowaard;Timotheüs Haasnoot;06-64809276;TimotheusHaasnoot@jourrapide.com;Ter Braaklaan 26;Heerhugowaard;zondag 29 april 2018;Afhalen;zondag 29 april 2018;17:12;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 13,95;€ 64,75;25% korting op je bestelling;€ 16,19;€ 48,56
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;2;Salami, Verse Tomaat, Tonijn, Groene Olijven;€ 4,50;€ 26,90;;;;

Oud Beijerland;Reinardus Bonten;06-29934331;ReinardusBonten@dayrep.com;Bertha von Suttnererf 190;Oud-Beijerland;donderdag 28 maart 2019;Bezorgen;donderdag 28 maart 2019;20:41;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;€ 17,90;3e pizza gratis bij bezorgen;€ 0,00;€ 17,90
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Waalwijk;Ariena Blankers;06-16577332;ArienaBlankers@teleworm.us;Burgemeester Meijerstraat 43;Sprang-Capelle;woensdag 24 mei 2017;Afhalen;woensdag 24 mei 2017;16:21;Caprese;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 5,95;;€ 0,00;€ 5,95

Velp;Majdouline Epskamp;06-31049907;MajdoulineEpskamp@teleworm.us;Lijsterlaan 168;Apeldoorn;zaterdag 4 augustus 2018;Bezorgen;zaterdag 4 augustus 2018;18:00;Americana;Medium Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 27,80;€ 27,80;;€ 0,00;€ 27,80

Maastricht;Said Nieuweboer;06-48305902;SaidNieuweboer@fleckens.hu;Bieslanderweg 114;Maastricht;zondag 20 augustus 2017;Afhalen;zondag 20 augustus 2017;18:25;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Den Bosch Empel;Jil Beukema;06-41844045;JilBeukema@dayrep.com;Sigarenmakerstraat 118;s-Hertogenbosch;zondag 31 december 2017;Bezorgen;zondag 31 december 2017;18:31;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;1;Kaasmix, Spaanse Pepers, Pepperoni;€ 3,50;€ 13,45;€ 42,30;;€ 0,00;€ 42,30
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;;;;

Hengelo;Door Benning;06-52376598;DoorBenning@superrito.com;Pastoriestraat 146;Keijenborg;woensdag 20 juni 2018;Afhalen;woensdag 20 juni 2018;20:16;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 25,90;€ 25,90;2e pizza gratis bij afhalen;€ 0,00;€ 25,90

Diemen;Moustapha Vlassak;06-55041223;MoustaphaVlassak@teleworm.us;Ouddiemerlaan 149;Diemen;vrijdag 15 november 2019;Afhalen;vrijdag 15 november 2019;18:05;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;€ 4,95;;€ 0,00;€ 4,95

Etten Leur;Rieke Staal;06-49627208;RiekeStaal@jourrapide.com;Liesbosweg 48;Etten-Leur;vrijdag 30 juni 2017;Bezorgen;vrijdag 30 juni 2017;20:41;Americana;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 58,20;;€ 0,00;€ 58,20
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;1;Beenham, Gehakt;€ 2,50;€ 7,45;;;;
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Vlissingen;Bedia van Ling;06-55874757;BediavanLing@rhyta.com;Aletta Jacobslaan 26;Vlissingen;woensdag 30 mei 2018;Bezorgen;woensdag 30 mei 2018;17:50;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;€ 6,95;;€ 0,00;€ 6,95

Helmond;Thiemo Bruinsma;06-85473950;ThiemoBruinsma@jourrapide.com;Mierloseweg 78;Helmond;maandag 18 november 2019;Afhalen;maandag 18 november 2019;19:50;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;€ 59,25;;€ 0,00;€ 59,25
;;;;;;;;;;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;1;Gorgonzola, Honing Mosterdsaus, Chicken Kebab, Champignons;€ 4,50;€ 13,45;;;;
;;;;;;;;;;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Hawaii;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Almere;Alain van Leijden;06-80107161;AlainvanLeijden@teleworm.us;Mirostraat 72;Almere;donderdag 25 oktober 2018;Bezorgen;donderdag 25 oktober 2018;19:12;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;4;;€ 0,00;€ 55,80;€ 65,75;;€ 0,00;€ 65,75
;;;;;;;;;;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Dongen;Denny van Sloten;06-53685152;DennyvanSloten@superrito.com;Maurice Gilliamsstraat 177;Dongen;zondag 27 mei 2018;Bezorgen;zondag 27 mei 2018;20:33;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 5,95;;€ 0,00;€ 5,95

Breda Graaf Hendrik III Plein;Carola de Meer;06-36281153;CaroladeMeer@armyspy.com;Hertenhoek 176;Prinsenbeek;vrijdag 9 juni 2017;Afhalen;vrijdag 9 juni 2017;17:31;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;Kip;€ 1,00;€ 9,95;€ 36,80;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 34,80
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Soest;Hannan Bazelmans;06-96518295;HannanBazelmans@dayrep.com;Kamperfoeliestraat 150;Soest;woensdag 7 juni 2017;Afhalen;woensdag 7 juni 2017;16:19;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 19,90;€ 52,65;;€ 0,00;€ 52,65
;;;;;;;;;;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;

Zwolle Bachplein;Hibo de Feijter;06-35812466;HibodeFeijter@fleckens.hu;Lassuslaan 111;Zwolle;zondag 27 oktober 2019;Bezorgen;zondag 27 oktober 2019;20:05;Shoarma;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;€ 39,80;25% korting op je bestelling;€ 9,95;€ 29,85
;;;;;;;;;;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;;;;

IJmuiden;Charifa van Soest;06-71889271;CharifavanSoest@superrito.com;Mosterdmolen 25;Heerhugowaard;maandag 15 juli 2019;Afhalen;maandag 15 juli 2019;19:02;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 32,75;;€ 0,00;€ 32,75
;;;;;;;;;;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;;;;

Berkel en Rodenrijs;Omaima Hassink;06-24474237;OmaimaHassink@dayrep.com;Sperwerhof 107;Berkel en Rodenrijs;maandag 21 mei 2018;Afhalen;maandag 21 mei 2018;19:33;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;€ 9,95;;€ 0,00;€ 9,95

Assen;Ilva Tjepkema;06-81025113;IlvaTjepkema@jourrapide.com;De Wouden 84;Assen;vrijdag 8 september 2017;Bezorgen;vrijdag 8 september 2017;19:08;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 17,90;€ 17,90;25% korting op je bestelling;€ 4,48;€ 13,43

Nijmegen;Sören van der Kruit;06-73701863;SorenvanderKruit@einrot.com;Hatertseweg 167;Nijmegen;zaterdag 28 april 2018;Afhalen;zaterdag 28 april 2018;17:28;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 27,90;€ 70,70;;€ 0,00;€ 70,70
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 7,95;;;;

Amsterdam Bos en Lommerweg;Rolinde Piket;06-88181143;RolindePiket@dayrep.com;Oudaen 136;Amsterdam;vrijdag 22 februari 2019;Afhalen;vrijdag 22 februari 2019;20:30;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 13,90;25% korting op je bestelling;€ 3,48;€ 10,43

Bergen op Zoom;Bogdan Neve;06-27640782;BogdanNeve@teleworm.us;Akeleiveld 156;Bergen op Zoom;zaterdag 23 juni 2018;Bezorgen;zaterdag 23 juni 2018;20:49;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 23,90;€ 75,60;2e pizza gratis bij afhalen;€ 0,00;€ 75,60
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;4;;€ 0,00;€ 31,80;;;;
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;;;;

